id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
115821,satisfied,Female,Loyal Customer,45,Business travel,Business,374,0,0,0,1,3,4,3,3,3,3,3,1,3,1,13,9
114514,satisfied,Male,Loyal Customer,39,Business travel,Business,1923,0,0,0,1,4,5,4,2,2,5,5,3,2,3,0,0
45058,satisfied,Female,Loyal Customer,46,Business travel,Business,3134,0,0,0,1,4,4,3,2,2,2,2,5,2,5,0,0
94302,satisfied,Female,Loyal Customer,41,Business travel,Business,360,0,0,0,1,4,4,5,5,5,5,5,3,5,4,40,30
87453,satisfied,Female,Loyal Customer,45,Business travel,Business,1570,0,0,0,1,4,5,5,4,4,4,4,3,4,4,0,0
87488,satisfied,Female,Loyal Customer,41,Business travel,Business,331,0,0,0,1,4,5,5,4,4,4,4,4,4,3,0,0
111016,satisfied,Female,Loyal Customer,46,Business travel,Business,325,0,0,0,1,4,5,4,4,4,4,4,3,4,5,0,0
14058,satisfied,Male,Loyal Customer,45,Business travel,Business,325,0,0,0,1,2,4,2,1,1,1,1,5,1,5,108,82
21215,satisfied,Male,Loyal Customer,53,Business travel,Business,1618,0,0,0,1,1,1,2,3,3,3,3,5,3,2,0,0
19925,satisfied,Male,Loyal Customer,57,Business travel,Business,360,0,0,0,1,2,2,1,5,5,5,5,2,5,2,73,65
55648,satisfied,Female,Loyal Customer,54,Business travel,Business,1797,0,0,0,1,5,5,5,1,1,1,1,5,1,3,5,21
40055,satisfied,Female,Loyal Customer,32,Business travel,Eco Plus,2389,0,0,0,1,5,0,3,5,3,5,2,1,3,5,2,0
25224,satisfied,Female,Loyal Customer,32,Business travel,Eco,2307,0,0,0,1,4,0,4,4,4,4,4,2,1,4,0,7
17693,satisfied,Male,Loyal Customer,32,Business travel,Eco,2010,0,0,0,1,3,0,3,3,3,1,1,3,4,3,0,0
40025,satisfied,Female,Loyal Customer,32,Business travel,Eco,1916,0,0,0,1,5,0,2,5,2,5,2,2,5,5,0,0
12077,satisfied,Female,Loyal Customer,32,Business travel,Eco Plus,2115,0,0,0,1,1,0,1,1,1,4,4,4,5,1,5,0
30622,satisfied,Female,Loyal Customer,32,Business travel,Eco,1706,0,0,0,1,1,4,1,1,2,2,2,4,1,1,0,16
43839,satisfied,Female,Loyal Customer,32,Business travel,Eco,1760,0,0,0,1,1,0,1,1,4,5,2,3,1,1,0,10
30194,satisfied,Female,Loyal Customer,32,Business travel,Eco Plus,1101,0,0,0,1,1,0,1,1,5,4,2,5,3,1,0,0
38966,satisfied,Female,Loyal Customer,51,Business travel,Business,3483,0,0,0,1,5,1,4,4,4,4,4,1,4,1,13,0
10568,satisfied,Male,Loyal Customer,41,Business travel,Business,317,0,0,0,1,2,5,4,5,5,5,5,4,5,5,0,0
10678,satisfied,Female,Loyal Customer,40,Business travel,Business,362,0,0,0,1,4,4,5,1,1,1,1,4,1,5,0,0
76016,satisfied,Female,Loyal Customer,54,Business travel,Business,2799,0,0,0,1,3,4,4,3,3,3,3,3,3,5,0,1
129739,satisfied,Female,Loyal Customer,72,Business travel,Business,2959,0,0,0,1,5,4,5,2,2,2,2,5,2,4,0,0
48989,satisfied,Female,Loyal Customer,63,Business travel,Business,341,0,0,0,1,3,5,4,5,5,2,2,2,5,2,0,7
114920,satisfied,Male,Loyal Customer,59,Business travel,Business,312,0,0,0,1,4,4,5,2,2,2,2,3,2,3,0,0
115126,satisfied,Female,Loyal Customer,57,Business travel,Business,318,0,0,0,1,5,4,5,4,4,4,4,5,4,4,57,55
129606,satisfied,Male,Loyal Customer,43,Business travel,Business,1876,0,0,0,1,5,4,5,1,1,1,1,5,1,5,0,0
49671,satisfied,Male,Loyal Customer,39,Business travel,Business,331,0,0,0,1,3,1,2,2,2,2,2,3,2,3,0,0
129862,satisfied,Female,Loyal Customer,39,Business travel,Business,2712,0,0,0,1,5,5,5,3,3,3,3,5,3,3,1,0
114995,satisfied,Male,Loyal Customer,34,Business travel,Business,1917,0,0,0,1,1,1,1,3,3,4,5,1,4,1,180,181
57880,satisfied,Male,Loyal Customer,60,Business travel,Business,350,0,0,0,1,4,5,4,3,3,3,3,5,3,4,6,0
57899,satisfied,Male,Loyal Customer,30,Business travel,Business,1531,0,0,0,1,5,5,5,5,3,5,5,5,5,5,17,17
49918,satisfied,Male,Loyal Customer,56,Business travel,Business,3808,0,0,0,1,5,3,4,5,5,5,5,1,5,1,0,0
116908,satisfied,Female,Loyal Customer,54,Business travel,Business,343,0,0,0,1,4,5,5,4,4,4,4,5,4,5,45,42
118466,satisfied,Male,Loyal Customer,52,Business travel,Business,354,0,0,0,1,4,4,5,4,4,4,4,3,4,4,0,2
2504,satisfied,Male,Loyal Customer,50,Business travel,Business,1735,0,0,0,1,5,4,4,3,3,3,3,5,3,5,0,0
118372,satisfied,Female,Loyal Customer,46,Business travel,Business,3665,0,0,0,1,3,5,5,3,3,5,5,4,3,4,53,43
116857,satisfied,Female,Loyal Customer,46,Business travel,Business,1982,0,0,0,1,4,5,5,1,1,1,1,4,1,5,25,18
127084,satisfied,Female,Loyal Customer,26,Business travel,Business,3772,0,0,0,1,4,4,4,4,2,4,4,3,2,4,0,0
37191,satisfied,Male,Loyal Customer,31,Business travel,Eco Plus,2342,0,0,0,1,4,0,4,4,3,5,1,2,3,4,8,2
35567,satisfied,Female,Loyal Customer,31,Business travel,Eco Plus,2541,0,0,0,1,2,0,2,2,5,1,1,2,2,2,0,0
29151,satisfied,Male,Loyal Customer,31,Business travel,Eco Plus,1808,0,0,0,1,5,0,5,5,2,2,3,1,5,5,0,0
20993,satisfied,Female,Loyal Customer,31,Business travel,Eco Plus,2507,0,0,0,1,0,3,3,4,5,1,1,3,1,3,134,136
13021,satisfied,Male,Loyal Customer,31,Business travel,Eco,1314,0,0,0,1,5,0,3,5,1,2,2,5,4,5,0,0
13471,satisfied,Male,Loyal Customer,31,Business travel,Eco Plus,1935,0,0,0,1,5,0,5,5,5,4,1,1,5,5,7,10
16691,satisfied,Male,Loyal Customer,31,Business travel,Eco,1604,0,0,0,1,4,0,4,4,3,1,5,2,5,4,0,0
49595,satisfied,Male,Loyal Customer,31,Business travel,Eco,1482,0,0,0,1,4,0,1,4,5,4,4,2,3,4,30,46
49477,satisfied,Female,Loyal Customer,31,Business travel,Eco,1516,0,0,0,1,2,0,2,2,2,1,4,4,4,2,0,7
49093,satisfied,Male,Loyal Customer,31,Business travel,Eco,1446,0,0,0,1,5,3,5,5,2,1,2,2,1,5,7,0
106062,satisfied,Female,Loyal Customer,55,Business travel,Business,310,0,0,0,1,2,4,4,1,1,1,1,4,1,3,0,2
106198,satisfied,Female,Loyal Customer,52,Business travel,Business,3930,0,0,0,1,2,5,4,4,4,1,1,4,4,5,0,0
106086,satisfied,Male,Loyal Customer,48,Business travel,Business,317,0,0,0,1,4,4,4,2,2,4,4,4,2,4,18,10
24177,satisfied,Male,Loyal Customer,44,Business travel,Business,2774,0,0,0,1,5,5,2,3,3,3,3,1,3,5,6,0
106074,satisfied,Female,Loyal Customer,42,Business travel,Business,3263,0,0,0,1,2,4,4,2,2,2,2,4,2,4,0,0
23394,satisfied,Male,Loyal Customer,34,Business travel,Business,1857,0,0,0,1,5,5,5,1,1,4,3,5,2,5,159,148
75944,satisfied,Male,Loyal Customer,56,Business travel,Business,318,0,0,0,1,5,4,5,5,5,5,5,3,5,5,0,0
97241,satisfied,Male,Loyal Customer,50,Business travel,Business,3885,0,0,0,1,2,4,5,2,2,2,2,3,2,3,0,0
19868,satisfied,Female,Loyal Customer,48,Business travel,Business,2512,0,0,0,1,3,4,4,1,1,1,1,5,1,4,25,19
117349,satisfied,Female,Loyal Customer,39,Business travel,Business,2870,0,0,0,1,3,4,4,2,2,2,2,3,2,4,0,7
115154,satisfied,Male,Loyal Customer,37,Business travel,Business,2985,0,0,0,1,2,4,5,4,4,1,1,3,4,4,0,0
3329,satisfied,Male,Loyal Customer,31,Business travel,Business,5108,0,0,0,1,5,5,5,5,4,5,5,4,4,5,0,56
10587,satisfied,Male,Loyal Customer,59,Business travel,Business,327,0,0,0,1,4,5,4,2,2,3,3,3,2,4,60,51
10911,satisfied,Female,Loyal Customer,53,Business travel,Business,307,0,0,0,1,2,4,4,3,3,3,3,4,3,3,0,0
95494,satisfied,Male,Loyal Customer,61,Business travel,Business,318,0,0,0,1,4,4,5,4,4,4,4,3,4,5,0,0
94360,satisfied,Male,Loyal Customer,56,Business travel,Business,328,0,0,0,1,2,4,4,3,3,3,3,5,3,4,4,0
9622,satisfied,Male,Loyal Customer,41,Business travel,Business,3644,0,0,0,1,2,4,4,5,5,5,5,3,5,5,1,0
45266,satisfied,Female,Loyal Customer,48,Business travel,Business,328,0,0,0,1,5,5,5,5,5,5,5,3,5,5,0,0
121492,satisfied,Female,Loyal Customer,40,Business travel,Business,3892,0,0,0,1,4,5,5,1,1,1,1,3,1,3,3,6
121404,satisfied,Female,Loyal Customer,34,Business travel,Business,2215,0,0,0,1,2,5,5,2,2,2,2,4,2,3,0,0
16155,satisfied,Female,Loyal Customer,31,Business travel,Business,1197,0,0,0,1,2,2,2,2,4,5,3,4,1,2,0,0
111301,satisfied,Female,Loyal Customer,52,Business travel,Business,332,0,0,0,1,5,4,4,3,3,3,3,5,3,3,0,0
121699,satisfied,Female,Loyal Customer,44,Business travel,Business,291,0,0,0,1,3,4,4,2,2,2,2,4,2,4,0,0
107238,satisfied,Male,Loyal Customer,25,Business travel,Business,1800,0,0,0,1,3,3,3,3,5,3,4,5,5,3,16,22
64539,satisfied,Male,Loyal Customer,57,Business travel,Business,2589,0,0,0,1,2,5,5,4,4,4,5,3,4,4,5,4
64591,satisfied,Female,Loyal Customer,49,Business travel,Business,307,0,0,0,1,3,5,4,3,3,2,2,5,3,3,67,64
17670,satisfied,Female,Loyal Customer,45,Business travel,Business,3590,0,0,0,1,5,2,2,4,4,4,2,1,4,4,12,23
460,satisfied,Female,Loyal Customer,38,Business travel,Business,1922,0,0,0,1,3,5,5,1,1,2,2,4,1,5,0,0
80634,satisfied,Male,Loyal Customer,38,Business travel,Business,314,0,0,0,1,5,5,4,3,3,2,2,4,3,5,0,0
105093,satisfied,Female,Loyal Customer,53,Business travel,Business,1805,0,0,0,1,4,5,5,2,2,2,2,5,2,4,3,0
29420,satisfied,Female,Loyal Customer,30,Business travel,Eco Plus,4016,0,0,0,1,3,0,3,3,4,1,1,3,1,3,0,0
98315,satisfied,Female,Loyal Customer,30,Business travel,Eco Plus,3255,0,0,0,1,1,0,1,1,5,1,5,1,2,1,11,30
47227,satisfied,Male,Loyal Customer,30,Business travel,Eco Plus,2062,0,0,0,1,2,0,4,2,2,1,5,1,1,2,0,0
87090,satisfied,Female,Loyal Customer,30,Business travel,Eco,2186,0,0,0,1,4,0,4,4,4,5,3,1,4,4,6,23
86934,satisfied,Female,Loyal Customer,30,Business travel,Eco Plus,1379,0,0,0,1,5,0,4,5,4,5,2,3,5,5,0,0
15892,satisfied,Female,Loyal Customer,30,Business travel,Eco,1590,0,0,0,1,5,0,5,5,4,1,4,2,4,5,0,15
6397,satisfied,Female,Loyal Customer,30,Business travel,Eco,1939,0,0,0,1,3,0,3,3,2,4,5,3,1,3,0,0
19450,satisfied,Female,Loyal Customer,30,Business travel,Eco,1103,0,0,0,1,5,0,5,5,3,1,5,5,4,5,0,0
18212,satisfied,Female,Loyal Customer,30,Business travel,Eco,1000,0,0,0,1,5,0,5,5,1,1,1,5,5,5,5,15
49368,satisfied,Male,Loyal Customer,30,Business travel,Eco,1592,0,0,0,1,5,0,5,5,3,5,5,3,1,5,19,11
100015,satisfied,Female,Loyal Customer,49,Business travel,Business,1735,0,0,0,1,2,5,5,5,5,5,5,5,5,4,57,51
8634,satisfied,Male,Loyal Customer,58,Business travel,Business,314,0,0,0,1,2,4,4,2,2,4,4,5,2,4,13,23
120649,satisfied,Female,Loyal Customer,56,Business travel,Business,2906,0,0,0,1,3,4,5,5,5,5,5,5,5,5,0,0
124764,satisfied,Male,Loyal Customer,52,Business travel,Business,3929,0,0,0,1,5,4,5,4,4,4,4,5,4,3,0,0
120645,satisfied,Male,Loyal Customer,51,Business travel,Business,306,0,0,0,1,3,4,4,3,3,3,3,4,3,5,0,0
2524,satisfied,Female,Loyal Customer,48,Business travel,Business,3136,0,0,0,1,5,5,4,5,5,5,3,5,5,4,93,102
34286,satisfied,Female,Loyal Customer,33,Business travel,Business,3323,0,0,0,1,2,4,2,3,3,3,3,1,3,4,0,0
100074,satisfied,Male,Loyal Customer,40,Business travel,Business,312,0,0,0,1,5,4,4,1,1,1,1,3,1,4,13,9
103162,satisfied,Male,Loyal Customer,51,Business travel,Business,3807,0,0,0,1,4,5,5,1,1,1,1,5,1,4,13,1
107995,satisfied,Male,Loyal Customer,63,Business travel,Business,282,0,0,0,1,3,2,4,3,3,3,3,2,3,3,20,0
91284,satisfied,Female,Loyal Customer,50,Business travel,Business,3827,0,0,0,1,4,5,4,3,3,3,3,3,3,3,0,12
91313,satisfied,Female,Loyal Customer,49,Business travel,Business,277,0,0,0,1,5,4,4,5,5,5,5,3,5,3,0,0
90780,satisfied,Female,Loyal Customer,48,Business travel,Business,3275,0,0,0,1,4,5,4,5,5,5,5,4,5,4,0,0
90657,satisfied,Male,Loyal Customer,39,Business travel,Business,2555,0,0,0,1,3,4,4,4,4,4,4,3,4,5,0,0
84618,satisfied,Female,Loyal Customer,59,Business travel,Business,284,0,0,0,1,3,3,5,1,1,1,1,3,1,1,0,0
76084,satisfied,Male,Loyal Customer,36,Business travel,Business,3892,0,0,0,1,3,5,4,3,3,3,3,4,3,1,0,0
39231,satisfied,Male,Loyal Customer,25,Business travel,Business,1601,0,0,0,1,2,2,2,2,2,3,3,5,1,2,0,0
49177,satisfied,Female,Loyal Customer,44,Business travel,Business,3304,0,0,0,1,3,1,3,3,3,3,3,3,3,1,0,0
10083,satisfied,Female,Loyal Customer,43,Business travel,Business,2714,0,0,0,1,3,4,4,4,4,4,4,5,4,5,49,37
12302,satisfied,Female,Loyal Customer,60,Business travel,Business,2158,0,0,0,1,2,4,1,2,2,4,4,2,2,5,0,0
49228,satisfied,Male,Loyal Customer,32,Business travel,Business,2491,0,0,0,1,4,4,4,4,4,3,4,3,1,4,0,0
50087,satisfied,Female,Loyal Customer,31,Business travel,Business,4419,0,0,0,1,5,5,5,5,1,2,3,4,5,5,0,0
50052,satisfied,Female,Loyal Customer,27,Business travel,Business,4182,0,0,0,1,4,3,3,4,1,5,5,4,4,4,0,0
51578,satisfied,Female,Loyal Customer,62,Business travel,Business,3663,0,0,0,1,1,3,2,1,1,1,1,4,1,1,0,0
29956,satisfied,Male,Loyal Customer,36,Business travel,Business,2161,0,0,0,1,2,4,3,1,1,1,1,5,1,3,0,0
29926,satisfied,Male,Loyal Customer,30,Business travel,Business,1955,0,0,0,1,4,1,1,4,3,2,5,1,3,4,0,0
78156,satisfied,Male,Loyal Customer,57,Business travel,Business,278,0,0,0,1,4,5,4,3,3,3,3,4,3,3,10,17
78143,satisfied,Male,Loyal Customer,56,Business travel,Business,1903,0,0,0,1,4,4,4,1,1,1,1,4,1,5,0,0
85570,satisfied,Male,Loyal Customer,48,Business travel,Business,296,0,0,0,1,4,4,4,3,3,3,3,4,3,3,0,0
85591,satisfied,Male,Loyal Customer,42,Business travel,Business,3548,0,0,0,1,2,1,4,4,4,5,5,5,4,4,0,0
85593,satisfied,Male,Loyal Customer,39,Business travel,Business,1717,0,0,0,1,2,2,5,3,3,3,3,1,3,4,0,5
113309,satisfied,Female,Loyal Customer,57,Business travel,Business,273,0,0,0,1,4,4,4,3,3,3,3,3,3,3,7,7
113202,satisfied,Male,Loyal Customer,55,Business travel,Business,1790,0,0,0,1,4,4,4,2,2,2,2,3,2,4,1,0
71365,satisfied,Female,Loyal Customer,53,Business travel,Business,2977,0,0,0,1,5,5,4,4,4,4,4,3,4,3,0,0
70185,satisfied,Female,Loyal Customer,49,Business travel,Business,1570,0,0,0,1,3,5,4,3,3,3,3,3,3,4,3,16
113292,satisfied,Male,Loyal Customer,46,Business travel,Business,2172,0,0,0,1,2,4,4,1,1,1,1,3,1,5,0,1
102106,satisfied,Female,Loyal Customer,41,Business travel,Business,2794,0,0,0,1,5,4,4,3,3,3,3,5,3,5,0,4
36910,satisfied,Female,Loyal Customer,29,Business travel,Eco Plus,3726,0,0,0,1,2,0,2,2,1,3,3,5,3,2,0,0
12654,satisfied,Male,Loyal Customer,29,Business travel,Eco Plus,2358,0,0,0,1,1,0,1,1,1,2,4,5,5,1,0,0
24575,satisfied,Female,Loyal Customer,29,Business travel,Eco Plus,1655,0,0,0,1,4,0,4,4,2,5,3,2,1,4,0,0
44821,satisfied,Female,Loyal Customer,29,Business travel,Eco Plus,2221,0,0,0,1,1,0,1,1,3,4,5,3,3,1,6,0
47997,satisfied,Male,Loyal Customer,29,Business travel,Eco Plus,1199,0,0,0,1,2,0,2,2,5,3,1,2,2,2,0,0
23674,satisfied,Male,Loyal Customer,29,Business travel,Eco,1571,0,0,0,1,2,0,2,2,3,5,1,3,2,2,32,22
121405,satisfied,Male,Loyal Customer,47,Business travel,Business,3209,0,0,0,1,2,4,5,4,4,2,2,5,4,5,0,100
127709,satisfied,Female,Loyal Customer,51,Business travel,Business,3125,0,0,0,1,3,5,4,2,2,2,2,5,2,4,0,5
99737,satisfied,Female,Loyal Customer,47,Business travel,Business,3644,0,0,0,1,5,4,4,2,2,2,2,5,2,4,20,26
124281,satisfied,Male,Loyal Customer,43,Business travel,Business,1928,0,0,0,1,5,5,4,5,5,5,5,4,5,3,0,0
117990,satisfied,Female,Loyal Customer,33,Business travel,Business,3860,0,0,0,1,2,5,5,1,1,1,1,5,1,3,27,38
15770,satisfied,Male,Loyal Customer,60,Business travel,Business,262,0,0,0,1,5,3,3,3,3,3,3,2,3,4,0,22
18565,satisfied,Male,Loyal Customer,62,Business travel,Business,254,0,0,0,1,4,3,3,5,5,5,5,2,5,5,0,0
23145,satisfied,Female,Loyal Customer,44,Business travel,Business,267,0,0,0,1,4,1,5,5,5,5,2,1,5,5,0,0
23107,satisfied,Male,Loyal Customer,38,Business travel,Business,2990,0,0,0,1,1,2,2,5,5,5,5,2,5,4,0,0
94319,satisfied,Female,Loyal Customer,65,Business travel,Business,1791,0,0,0,1,2,4,5,2,2,2,2,4,2,4,0,0
94274,satisfied,Male,Loyal Customer,60,Business travel,Business,285,0,0,0,1,5,4,5,1,1,1,1,3,1,4,0,5
94555,satisfied,Female,Loyal Customer,26,Business travel,Business,1700,0,0,0,1,1,1,1,1,4,5,4,4,4,1,0,0
65222,satisfied,Male,Loyal Customer,56,Business travel,Business,281,0,0,0,1,4,5,5,4,4,4,4,4,4,4,9,1
816,satisfied,Female,Loyal Customer,48,Business travel,Business,2684,0,0,0,1,3,4,5,2,2,5,5,5,2,5,0,0
10657,satisfied,Male,Loyal Customer,45,Business travel,Business,2792,0,0,0,1,2,5,4,2,2,2,2,3,2,5,39,33
64891,satisfied,Female,Loyal Customer,41,Business travel,Business,288,0,0,0,1,5,4,4,1,1,1,1,5,1,4,0,0
64854,satisfied,Male,Loyal Customer,26,Business travel,Business,1688,0,0,0,1,3,3,3,3,4,4,4,3,4,3,0,0
129054,satisfied,Male,Loyal Customer,40,Business travel,Business,263,0,0,0,1,5,2,5,1,1,1,1,2,1,4,0,0
14841,satisfied,Female,Loyal Customer,57,Business travel,Business,267,0,0,0,1,4,4,4,4,4,4,4,4,4,4,65,100
88127,satisfied,Male,Loyal Customer,40,Business travel,Business,2067,0,0,0,1,3,5,5,3,3,3,3,3,3,4,0,12
23096,satisfied,Male,Loyal Customer,24,Business travel,Business,1726,0,0,0,1,1,1,1,1,3,5,5,3,4,1,23,25
44802,satisfied,Female,Loyal Customer,28,Business travel,Eco,1810,0,0,0,1,2,0,3,2,2,1,3,4,3,2,2,0
24451,satisfied,Female,Loyal Customer,28,Business travel,Eco,1717,0,0,0,1,1,0,1,1,3,1,1,4,5,1,0,0
23019,satisfied,Female,Loyal Customer,28,Business travel,Eco Plus,2237,0,0,0,1,2,0,2,2,2,2,5,1,1,2,0,0
44929,satisfied,Female,Loyal Customer,28,Business travel,Eco Plus,1945,0,0,0,1,2,0,2,2,5,2,1,3,4,2,5,17
94244,satisfied,Female,Loyal Customer,55,Business travel,Business,1943,0,0,0,1,3,4,4,3,3,3,3,3,3,5,34,37
15077,satisfied,Female,Loyal Customer,30,Business travel,Business,3757,0,0,0,1,1,1,1,1,5,2,4,1,5,1,0,0
94056,satisfied,Male,Loyal Customer,27,Business travel,Business,904,0,0,0,1,5,5,5,5,3,2,4,4,4,5,29,23
76033,satisfied,Female,Loyal Customer,48,Business travel,Business,275,0,0,0,1,2,5,4,2,2,2,1,3,2,4,0,0
95677,satisfied,Male,Loyal Customer,45,Business travel,Business,1763,0,0,0,1,5,4,5,4,4,1,1,3,4,3,23,23
62299,satisfied,Female,Loyal Customer,50,Business travel,Business,3589,0,0,0,1,2,5,5,1,1,1,1,3,1,4,0,0
102309,satisfied,Female,Loyal Customer,48,Business travel,Business,3480,0,0,0,1,5,5,5,4,4,4,4,5,4,3,9,19
113254,satisfied,Female,Loyal Customer,46,Business travel,Business,3436,0,0,0,1,2,5,5,5,5,5,5,5,5,4,10,4
69972,satisfied,Male,Loyal Customer,43,Business travel,Business,2262,0,0,0,1,3,5,4,2,2,2,5,5,2,5,0,0
80612,satisfied,Male,Loyal Customer,41,Business travel,Business,244,0,0,0,1,3,5,4,3,3,3,1,4,3,3,0,0
113373,satisfied,Female,Loyal Customer,40,Business travel,Business,285,0,0,0,1,5,5,4,1,1,1,1,5,1,4,1,10
102069,satisfied,Male,Loyal Customer,36,Business travel,Business,3325,0,0,0,1,3,4,4,1,1,1,1,4,1,4,17,17
113270,satisfied,Male,Loyal Customer,26,Business travel,Business,4612,0,0,0,1,5,5,5,5,5,3,5,5,4,5,0,0
84297,satisfied,Male,Loyal Customer,50,Business travel,Business,235,0,0,0,1,5,5,5,2,2,2,2,4,2,5,8,13
5653,satisfied,Male,Loyal Customer,54,Business travel,Business,3135,0,0,0,1,2,5,5,1,1,1,1,3,1,4,0,0
94175,satisfied,Male,Loyal Customer,41,Business travel,Business,3195,0,0,0,1,2,5,4,1,1,1,1,5,1,4,28,23
53647,satisfied,Male,Loyal Customer,27,Business travel,Eco Plus,2580,0,0,0,1,5,0,2,5,5,4,5,5,2,5,0,0
16912,satisfied,Female,Loyal Customer,27,Business travel,Eco Plus,2483,0,0,0,1,0,3,3,4,3,5,1,3,1,3,226,264
13288,satisfied,Male,Loyal Customer,27,Business travel,Eco Plus,1872,0,0,0,1,5,0,5,5,3,1,2,4,2,5,0,0
14201,satisfied,Male,Loyal Customer,27,Business travel,Eco,2102,0,0,0,1,2,5,1,2,2,2,2,1,2,2,0,1
82795,satisfied,Male,Loyal Customer,38,Business travel,Business,3844,0,0,0,1,2,4,5,3,3,2,2,4,3,5,0,0
33520,satisfied,Male,Loyal Customer,47,Business travel,Business,2120,0,0,0,1,3,5,4,4,4,4,4,5,4,4,1,0
9565,satisfied,Male,Loyal Customer,40,Business travel,Business,2937,0,0,0,1,5,5,4,3,3,3,3,4,3,3,0,0
3577,satisfied,Male,Loyal Customer,58,Business travel,Business,231,0,0,0,1,3,5,5,3,3,4,4,5,3,3,0,5
3555,satisfied,Male,Loyal Customer,43,Business travel,Business,2153,0,0,0,1,3,5,5,5,5,5,5,4,5,4,0,0
78972,satisfied,Female,Loyal Customer,57,Business travel,Business,2518,0,0,0,1,3,4,5,5,5,5,5,4,5,5,0,5
113228,satisfied,Male,Loyal Customer,53,Business travel,Business,262,0,0,0,1,2,5,5,4,4,4,4,5,4,4,0,0
113512,satisfied,Female,Loyal Customer,40,Business travel,Business,232,0,0,0,1,2,4,5,3,3,3,3,5,3,5,0,0
10426,satisfied,Female,Loyal Customer,52,Business travel,Business,3138,0,0,0,1,2,4,4,5,5,2,2,4,5,4,15,18
10403,satisfied,Male,Loyal Customer,43,Business travel,Business,3180,0,0,0,1,2,5,4,5,5,5,5,3,5,4,0,0
64752,satisfied,Female,Loyal Customer,47,Business travel,Business,3665,0,0,0,2,4,4,4,2,2,2,2,4,2,5,6,44
64592,satisfied,Male,Loyal Customer,45,Business travel,Business,3229,0,0,0,2,5,4,4,1,1,1,1,5,1,5,0,0
80899,satisfied,Female,Loyal Customer,39,Business travel,Business,3787,0,0,0,2,2,5,5,5,5,5,2,4,5,3,0,0
1886,satisfied,Female,Loyal Customer,48,Business travel,Business,2614,0,0,0,2,4,5,5,5,5,5,5,3,5,3,11,14
1920,satisfied,Female,Loyal Customer,35,Business travel,Business,3636,0,0,0,2,3,4,4,3,3,3,3,4,3,4,0,12
16094,satisfied,Female,Loyal Customer,66,Business travel,Business,376,0,0,0,2,2,1,1,5,5,5,5,2,5,4,0,0
111798,satisfied,Female,Loyal Customer,51,Business travel,Business,3837,0,0,0,2,5,5,5,2,2,4,4,5,2,3,1,0
107802,satisfied,Male,Loyal Customer,48,Business travel,Business,2497,0,0,0,2,4,4,5,5,5,5,5,3,5,3,2,5
104160,satisfied,Female,Loyal Customer,46,Business travel,Business,2759,0,0,0,2,2,4,5,5,5,5,5,4,5,5,0,0
23498,satisfied,Male,Loyal Customer,41,Business travel,Business,1594,0,0,0,2,4,5,4,5,5,5,5,1,5,5,3,0
97312,satisfied,Female,Loyal Customer,57,Business travel,Business,3584,0,0,0,2,5,4,4,2,2,2,1,4,2,5,0,0
41654,satisfied,Female,Loyal Customer,44,Business travel,Business,1817,0,0,0,2,1,4,3,5,5,5,5,1,5,5,0,0
40164,satisfied,Female,Loyal Customer,43,Business travel,Business,1755,0,0,0,2,1,2,2,1,1,1,1,5,1,1,0,0
20201,satisfied,Male,Loyal Customer,40,Business travel,Business,372,0,0,0,2,5,4,4,5,5,5,5,5,5,3,21,33
101516,satisfied,Female,Loyal Customer,65,Business travel,Business,354,0,0,0,2,2,5,2,2,2,2,2,2,2,2,0,0
101463,satisfied,Female,Loyal Customer,64,Business travel,Business,1734,0,0,0,2,3,4,5,3,3,5,5,5,3,4,16,2
101448,satisfied,Female,Loyal Customer,56,Business travel,Business,394,0,0,0,2,5,5,4,1,1,1,1,4,1,4,0,0
101478,satisfied,Male,Loyal Customer,47,Business travel,Business,1652,0,0,0,2,3,5,4,3,3,3,3,3,3,5,0,0
101562,satisfied,Female,Loyal Customer,40,Business travel,Business,373,0,0,0,2,2,4,4,2,2,2,1,3,2,4,0,0
101461,satisfied,Male,Loyal Customer,22,Business travel,Business,1745,0,0,0,2,2,2,2,2,3,3,5,5,5,2,21,10
103358,satisfied,Male,Loyal Customer,61,Business travel,Business,4674,0,0,0,2,1,1,1,3,5,4,5,1,5,1,149,146
114659,satisfied,Female,Loyal Customer,50,Business travel,Business,1705,0,0,0,2,5,5,4,2,2,2,5,4,2,4,5,0
18361,satisfied,Male,Loyal Customer,34,Business travel,Eco,2052,0,0,0,2,4,0,4,4,4,3,1,4,4,4,0,0
22309,satisfied,Male,Loyal Customer,34,Business travel,Eco,889,0,0,0,2,5,0,5,5,5,5,1,1,3,5,0,0
114513,satisfied,Female,Loyal Customer,49,Business travel,Business,3130,0,0,0,2,2,4,5,3,3,3,1,5,3,3,22,26
114674,satisfied,Female,Loyal Customer,45,Business travel,Business,3591,0,0,0,2,4,4,5,4,4,4,4,4,4,3,1,0
86887,satisfied,Female,Loyal Customer,59,Business travel,Business,1716,0,0,0,2,2,5,5,4,4,4,4,3,4,3,34,37
